"","from","to","num_pixels"
"2408",9424,5134,0
"2409",9424,5224,0
"2410",9424,5234,0
"2411",9424,5324,0
"2412",9424,7124,0
"2413",9424,7134,0
"2414",9424,7224,0
"2415",9424,7234,0
"2416",9424,7324,0
"2417",9424,8124,0
"2418",9424,8224,0
"2419",9424,8324,0
"2420",9424,8424,0
"2421",9424,9124,0
"2422",9424,9134,0
"2423",9424,9224,0
"2424",9424,9234,0
"2425",9424,9324,0
"2426",9424,10124,0
"2427",9424,10134,0
"2428",9424,10224,0
"2429",9424,10234,0
"2430",9424,10324,0
"2431",9434,2124,0
"2432",9434,2134,0
"2433",9434,2224,0
"2434",9434,2234,0
"2435",9434,2324,0
"2436",9434,2424,0
"2437",9434,3124,0
"2438",9434,3134,0
"2439",9434,3224,0
"2440",9434,3234,0
"2441",9434,3324,0
"2442",9434,3424,0
"2443",9434,4124,0
"2444",9434,4134,0
"2445",9434,4224,0
"2446",9434,4234,0
"2447",9434,4324,0
"2448",9434,4424,0
"2449",9434,5124,0
"2450",9434,5134,0
"2451",9434,5224,0
"2452",9434,5234,0
"2453",9434,5324,0
"2454",9434,5424,0
"2455",9434,7124,0
"2456",9434,7134,0
"2457",9434,7224,0
"2458",9434,7234,0
"2459",9434,7324,0
"2460",9434,7424,0
"2461",9434,8124,0
"2462",9434,8224,0
"2463",9434,8324,0
"2464",9434,8424,0
"2465",9434,9124,0
"2466",9434,9134,0
"2467",9434,9224,0
"2468",9434,9234,0
"2469",9434,9324,0
"2470",9434,10124,0
"2471",9434,10134,0
"2472",9434,10224,0
"2473",9434,10234,0
"2474",9434,10324,0
"2475",9434,10424,0
"2476",10124,2124,0
"2477",10124,2134,0
"2478",10124,2224,0
"2479",10124,2234,0
"2480",10124,2324,0
"2481",10124,2424,0
"2482",10124,3134,0
"2483",10124,3224,0
"2484",10124,3234,0
"2485",10124,3324,0
"2486",10124,3424,0
"2487",10124,4134,0
"2488",10124,4224,0
"2489",10124,4234,0
"2490",10124,4324,0
"2491",10124,4424,0
"2492",10124,5134,0
"2493",10124,5224,0
"2494",10124,5234,0
"2495",10124,5324,0
"2496",10124,5424,0
"2497",10124,7134,0
"2498",10124,7224,0
"2499",10124,7234,0
"2500",10124,7324,0
"2501",10124,7424,0
"2502",10124,8124,0
"2503",10124,8224,0
"2504",10124,8324,0
"2505",10124,8424,0
"2506",10124,9134,0
"2507",10124,9224,0
"2508",10124,9234,0
"2509",10124,9324,0
"2510",10124,9424,0
"2511",10124,10134,0
"2512",10124,10224,0
"2513",10124,10234,0
"2514",10124,10324,0
"2515",10124,10424,0
"2516",10134,2124,0
"2517",10134,2134,0
"2518",10134,2224,0
"2519",10134,2234,0
"2520",10134,2324,0
"2521",10134,2424,0
"2522",10134,3124,0
"2523",10134,3134,0
"2524",10134,3224,0
"2525",10134,3234,0
"2526",10134,3324,0
"2527",10134,3424,0
"2528",10134,4124,0
"2529",10134,4134,0
"2530",10134,4224,0
"2531",10134,4234,0
"2532",10134,4324,0
"2533",10134,4424,0
"2534",10134,5124,0
"2535",10134,5224,0
"2536",10134,5234,0
"2537",10134,5324,0
"2538",10134,5424,0
"2539",10134,7124,0
"2540",10134,7224,0
"2541",10134,7234,0
"2542",10134,7324,0
"2543",10134,7424,0
"2544",10134,8124,0
"2545",10134,8224,0
"2546",10134,8324,0
"2547",10134,8424,0
"2548",10134,9124,0
"2549",10134,9134,0
"2550",10134,9224,0
"2551",10134,9234,0
"2552",10134,9324,0
"2553",10134,9424,0
"2554",10134,10124,0
"2555",10134,10224,0
"2556",10134,10234,0
"2557",10134,10324,0
"2558",10134,10424,0
"2559",10224,2124,0
"2560",10224,2134,0
"2561",10224,2234,0
"2562",10224,2324,0
"2563",10224,2424,0
"2564",10224,3124,0
"2565",10224,3134,0
"2566",10224,3234,0
"2567",10224,3324,0
"2568",10224,3424,0
"2569",10224,4124,0
"2570",10224,4134,0
"2571",10224,4234,0
"2572",10224,4324,0
"2573",10224,4424,0
"2574",10224,5124,0
"2575",10224,5134,0
"2576",10224,5234,0
"2577",10224,5324,0
"2578",10224,5424,0
"2579",10224,7124,0
"2580",10224,7134,0
"2581",10224,7234,0
"2582",10224,7324,0
"2583",10224,7424,0
"2584",10224,8124,0
"2585",10224,8324,0
"2586",10224,8424,0
"2587",10224,9124,0
"2588",10224,9134,0
"2589",10224,9234,0
"2590",10224,9324,0
"2591",10224,9424,0
"2592",10224,10124,0
"2593",10224,10134,0
"2594",10224,10234,0
"2595",10224,10324,0
"2596",10224,10424,0
"2597",10234,2124,0
"2598",10234,2134,0
"2599",10234,2224,0
"2600",10234,2234,0
"2601",10234,2324,0
"2602",10234,2424,0
"2603",10234,3124,0
"2604",10234,3134,0
"2605",10234,3224,0
"2606",10234,3324,0
"2607",10234,3424,0
"2608",10234,4124,0
"2609",10234,4134,0
"2610",10234,4224,0
"2611",10234,4324,0
"2612",10234,4424,0
"2613",10234,5124,0
"2614",10234,5134,0
"2615",10234,5224,0
"2616",10234,5324,0
"2617",10234,5424,0
"2618",10234,7124,0
"2619",10234,7134,0
"2620",10234,7224,0
"2621",10234,7324,0
"2622",10234,7424,0
"2623",10234,8124,0
"2624",10234,8224,0
"2625",10234,8324,0
"2626",10234,8424,0
"2627",10234,9124,0
"2628",10234,9134,0
"2629",10234,9224,0
"2630",10234,9324,0
"2631",10234,9424,0
"2632",10234,10124,0
"2633",10234,10134,0
"2634",10234,10324,0
"2635",10234,10424,0
"2636",10324,2124,0
"2637",10324,2134,0
"2638",10324,2224,0
"2639",10324,2234,0
"2640",10324,2324,0
"2641",10324,2424,0
"2642",10324,3124,0
"2643",10324,3134,0
"2644",10324,3224,0
"2645",10324,3234,0
"2646",10324,3324,0
"2647",10324,3424,0
"2648",10324,4124,0
"2649",10324,4134,0
"2650",10324,4224,0
"2651",10324,4234,0
"2652",10324,4424,0
"2653",10324,5124,0
"2654",10324,5134,0
"2655",10324,5224,0
"2656",10324,5234,0
"2657",10324,5324,0
"2658",10324,5424,0
"2659",10324,7124,0
"2660",10324,7134,0
"2661",10324,7224,0
"2662",10324,7234,0
"2663",10324,7424,0
"2664",10324,8124,0
"2665",10324,8224,0
"2666",10324,8324,0
"2667",10324,8424,0
"2668",10324,9124,0
"2669",10324,9134,0
"2670",10324,9224,0
"2671",10324,9234,0
"2672",10324,9324,0
"2673",10324,9424,0
"2674",10324,10124,0
"2675",10324,10134,0
"2676",10324,10224,0
"2677",10324,10234,0
"2678",10324,10424,0
"2679",10334,2124,0
"2680",10334,2134,0
"2681",10334,2224,0
"2682",10334,2234,0
"2683",10334,2324,0
"2684",10334,2424,0
"2685",10334,3124,0
"2686",10334,3134,0
"2687",10334,3224,0
"2688",10334,3234,0
"2689",10334,3324,0
"2690",10334,3424,0
"2691",10334,4124,0
"2692",10334,4134,0
"2693",10334,4224,0
"2694",10334,4234,0
"2695",10334,4324,0
"2696",10334,4424,0
"2697",10334,5124,0
"2698",10334,5134,0
"2699",10334,5224,0
"2700",10334,5234,0
"2701",10334,5324,0
"2702",10334,5424,0
"2703",10334,7124,0
"2704",10334,7134,0
"2705",10334,7224,0
"2706",10334,7234,0
"2707",10334,7424,0
"2708",10334,8124,0
"2709",10334,8224,0
"2710",10334,8324,0
"2711",10334,8424,0
"2712",10334,9124,0
"2713",10334,9134,0
"2714",10334,9224,0
"2715",10334,9234,0
"2716",10334,9324,0
"2717",10334,9424,0
"2718",10334,10124,0
"2719",10334,10134,0
"2720",10334,10224,0
"2721",10334,10234,0
"2722",10334,10424,0
"2723",10424,2124,0
"2724",10424,2134,0
"2725",10424,2224,0
"2726",10424,2234,0
"2727",10424,2324,0
"2728",10424,3124,0
"2729",10424,3134,0
"2730",10424,3224,0
"2731",10424,3234,0
"2732",10424,3324,0
"2733",10424,4124,0
"2734",10424,4134,0
"2735",10424,4224,0
"2736",10424,4234,0
"2737",10424,4324,0
"2738",10424,5124,0
"2739",10424,5134,0
"2740",10424,5224,0
"2741",10424,5234,0
"2742",10424,5324,0
"2743",10424,7124,0
"2744",10424,7134,0
"2745",10424,7224,0
"2746",10424,7234,0
"2747",10424,7324,0
"2748",10424,8124,0
"2749",10424,8224,0
"2750",10424,8324,0
"2751",10424,8424,0
"2752",10424,9124,0
"2753",10424,9134,0
"2754",10424,9224,0
"2755",10424,9234,0
"2756",10424,9324,0
"2757",10424,10124,0
"2758",10424,10134,0
"2759",10424,10224,0
"2760",10424,10234,0
"2761",10424,10324,0
"2762",10434,2124,0
"2763",10434,2134,0
"2764",10434,2224,0
"2765",10434,2234,0
"2766",10434,2324,0
"2767",10434,2424,0
"2768",10434,3124,0
"2769",10434,3134,0
"2770",10434,3224,0
"2771",10434,3234,0
"2772",10434,3324,0
"2773",10434,3424,0
"2774",10434,4124,0
"2775",10434,4134,0
"2776",10434,4224,0
"2777",10434,4234,0
"2778",10434,4324,0
"2779",10434,4424,0
"2780",10434,5124,0
"2781",10434,5134,0
"2782",10434,5224,0
"2783",10434,5234,0
"2784",10434,5324,0
"2785",10434,5424,0
"2786",10434,7124,0
"2787",10434,7134,0
"2788",10434,7224,0
"2789",10434,7234,0
"2790",10434,7324,0
"2791",10434,7424,0
"2792",10434,8124,0
"2793",10434,8224,0
"2794",10434,8324,0
"2795",10434,8424,0
"2796",10434,9124,0
"2797",10434,9134,0
"2798",10434,9224,0
"2799",10434,9234,0
"2800",10434,9324,0
"2801",10434,9424,0
"2802",10434,10124,0
"2803",10434,10134,0
"2804",10434,10224,0
"2805",10434,10234,0
"2806",10434,10324,0
